# VG;DATA INICIO OP.;TIPO TRUQUE;TIPO RODA;PAD?;PROC. FAB. RODA;DUR. RODA [HB];DATA MED.;KM;CLASSE VIDA ARO;TAPE INI.;TROCA ROD?;POS. ROR.;"ID (""CPF"") PL"
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;341;43663;191349;NOVA;241;NÃO;3R;43663_HPT_8404071_3R
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;365;43663;191349;NOVA;241;NÃO;4R;43663_HPT_8404071_4R
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43663;191349;NOVA;241;NÃO;4L;43663_HPT_8404071_4L
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;341;43663;191349;NOVA;241;NÃO;3L;43663_HPT_8404071_3L
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;368;43663;191349;NOVA;240;NÃO;2L;43663_HPT_8404071_2L
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43663;191349;NOVA;241;NÃO;1L;43663_HPT_8404071_1L
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43642;131170;NOVA;241;NÃO;1R;43642_HPT_8404127_1R
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;367;43642;131170;NOVA;240;NÃO;2R;43642_HPT_8404127_2R
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;368;43642;131170;NOVA;241;NÃO;3R;43642_HPT_8404127_3R
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;375;43642;131170;NOVA;241;NÃO;4R;43642_HPT_8404127_4R
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43642;131170;NOVA;241;NÃO;4L;43642_HPT_8404127_4L
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43642;131170;NOVA;241;NÃO;3L;43642_HPT_8404127_3L
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43642;131170;NOVA;240;NÃO;2L;43642_HPT_8404127_2L
HPT 840412-7;43013;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;371;43642;131170;NOVA;241;NÃO;1L;43642_HPT_8404127_1L
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;1R;43607_HPT_8405301_1R
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;2R;43607_HPT_8405301_2R
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;3R;43607_HPT_8405301_3R
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;4R;43607_HPT_8405301_4R
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;4L;43607_HPT_8405301_4L
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;3L;43607_HPT_8405301_3L
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;2L;43607_HPT_8405301_2L
HPT 840530-1;43064;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43607;93258;NOVA;241;NÃO;1L;43607_HPT_8405301_1L
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;239;NÃO;1R;43606_HPT_8405506_1R
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;239;NÃO;2R;43606_HPT_8405506_2R
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;238;NÃO;3R;43606_HPT_8405506_3R
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;237;NÃO;4R;43606_HPT_8405506_4R
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;237;NÃO;4L;43606_HPT_8405506_4L
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;238;NÃO;3L;43606_HPT_8405506_3L
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;239;NÃO;2L;43606_HPT_8405506_2L
HPT 840550-6;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43606;149145;NOVA;239;NÃO;1L;43606_HPT_8405506_1L
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;1R;43608_HPT_8405573_1R
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;2R;43608_HPT_8405573_2R
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;3R;43608_HPT_8405573_3R
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;4R;43608_HPT_8405573_4R
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;4L;43608_HPT_8405573_4L
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;3L;43608_HPT_8405573_3L
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;2L;43608_HPT_8405573_2L
HPT 840557-3;43074;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;147103;NOVA;235;NÃO;1L;43608_HPT_8405573_1L
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;1R;43594_HPT_8406359_1R
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;2R;43594_HPT_8406359_2R
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;3R;43594_HPT_8406359_3R
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;4R;43594_HPT_8406359_4R
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;4L;43594_HPT_8406359_4L
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;3L;43594_HPT_8406359_3L
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;2L;43594_HPT_8406359_2L
HPT 840635-9;43083;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43594;107141;NOVA;240;NÃO;1L;43594_HPT_8406359_1L
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;343;43592;170347;NOVA;240;NÃO;1R;43592_HPT_8404089_1R
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;368;43592;170347;NOVA;240;NÃO;2R;43592_HPT_8404089_2R
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43592;170347;NOVA;240;NÃO;3R;43592_HPT_8404089_3R
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43592;170347;NOVA;240;NÃO;4R;43592_HPT_8404089_4R
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;369;43592;170347;NOVA;240;NÃO;4L;43592_HPT_8404089_4L
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;352;43592;170347;NOVA;240;NÃO;3L;43592_HPT_8404089_3L
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43592;170347;NOVA;240;NÃO;2L;43592_HPT_8404089_2L
HPT 840408-9;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43592;170347;NOVA;240;NÃO;1L;43592_HPT_8404089_1L
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;237;NÃO;1R;43609_HPT_8405255_1R
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;236;NÃO;2R;43609_HPT_8405255_2R
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;237;NÃO;3R;43609_HPT_8405255_3R
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;237;NÃO;4R;43609_HPT_8405255_4R
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;237;NÃO;4L;43609_HPT_8405255_4L
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;237;NÃO;3L;43609_HPT_8405255_3L
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;236;NÃO;2L;43609_HPT_8405255_2L
HPT 840525-5;43064;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43609;149290;NOVA;237;NÃO;1L;43609_HPT_8405255_1L
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;375;43606;146948;NOVA;237;NÃO;1R;43606_HPT_8405948_1R
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;352;43606;146948;NOVA;237;NÃO;2R;43606_HPT_8405948_2R
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;368;43606;146948;NOVA;238;NÃO;3R;43606_HPT_8405948_3R
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;372;43606;146948;NOVA;238;NÃO;4R;43606_HPT_8405948_4R
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;368;43606;146948;NOVA;238;NÃO;4L;43606_HPT_8405948_4L
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;375;43606;146948;NOVA;238;NÃO;3L;43606_HPT_8405948_3L
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43606;146948;NOVA;237;NÃO;2L;43606_HPT_8405948_2L
HPT 840594-8;43076;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43606;146948;NOVA;237;NÃO;1L;43606_HPT_8405948_1L
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;355;43606;85781;NOVA;242;NÃO;1R;43606_HPT_8443475_1R
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;362;43606;85781;NOVA;242;NÃO;2R;43606_HPT_8443475_2R
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;342;43606;85781;NOVA;242;NÃO;3R;43606_HPT_8443475_3R
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43606;85781;NOVA;242;NÃO;4R;43606_HPT_8443475_4R
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43606;85781;NOVA;242;NÃO;4L;43606_HPT_8443475_4L
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;354;43606;85781;NOVA;242;NÃO;3L;43606_HPT_8443475_3L
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;361;43606;85781;NOVA;242;NÃO;2L;43606_HPT_8443475_2L
HPT 844347-5;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43606;85781;NOVA;242;NÃO;1L;43606_HPT_8443475_1L
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43608;125367;NOVA;242;NÃO;1R;43608_HPT_8442959_1R
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;357;43608;125367;NOVA;242;NÃO;2R;43608_HPT_8442959_2R
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;373;43608;125367;NOVA;242;NÃO;3R;43608_HPT_8442959_3R
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43608;125367;NOVA;242;NÃO;4R;43608_HPT_8442959_4R
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43608;125367;NOVA;242;NÃO;4L;43608_HPT_8442959_4L
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43608;125367;NOVA;242;NÃO;3L;43608_HPT_8442959_3L
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;357;43608;125367;NOVA;242;NÃO;2L;43608_HPT_8442959_2L
HPT 844295-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;374;43608;125367;NOVA;242;NÃO;1L;43608_HPT_8442959_1L
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;351;43606;123375;NOVA;242;NÃO;1R;43606_HPT_8443009_1R
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43606;123375;NOVA;242;NÃO;2R;43606_HPT_8443009_2R
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;360;43606;123375;NOVA;242;NÃO;3R;43606_HPT_8443009_3R
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;348;43606;123375;NOVA;242;NÃO;4R;43606_HPT_8443009_4R
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;342;43606;123375;NOVA;242;NÃO;4L;43606_HPT_8443009_4L
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43606;123375;NOVA;242;NÃO;3L;43606_HPT_8443009_3L
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43606;123375;NOVA;242;NÃO;2L;43606_HPT_8443009_2L
HPT 844300-9;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;345;43606;123375;NOVA;242;NÃO;1L;43606_HPT_8443009_1L
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;342;43606;110497;NOVA;241;NÃO;1R;43606_HPT_8443530_1R
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;373;43606;110497;NOVA;241;NÃO;2R;43606_HPT_8443530_2R
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43606;110497;NOVA;241;NÃO;3R;43606_HPT_8443530_3R
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;353;43606;110497;NOVA;241;NÃO;4R;43606_HPT_8443530_4R
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;351;43606;110497;NOVA;241;NÃO;4L;43606_HPT_8443530_4L
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;365;43606;110497;NOVA;241;NÃO;3L;43606_HPT_8443530_3L
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43606;110497;NOVA;241;NÃO;2L;43606_HPT_8443530_2L
HPT 844353-0;43193;Motion Control;K36;ADAPTER PLUS;FUNDIDA;347;43606;110497;NOVA;241;NÃO;1L;43606_HPT_8443530_1L
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;345;43607;71483;NOVA;241;NÃO;1R;43607_HPT_8442983_1R
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;360;43607;71483;NOVA;241;NÃO;2R;43607_HPT_8442983_2R
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;347;43607;71483;NOVA;239;NÃO;3R;43607_HPT_8442983_3R
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;356;43607;71483;NOVA;239;NÃO;4R;43607_HPT_8442983_4R
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;353;43607;71483;NOVA;239;NÃO;4L;43607_HPT_8442983_4L
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;346;43607;71483;NOVA;239;NÃO;3L;43607_HPT_8442983_3L
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;353;43607;71483;NOVA;241;NÃO;2L;43607_HPT_8442983_2L
HPT 844298-3;43174;Motion Control;K36;ADAPTER PLUS;FUNDIDA;351;43607;71483;NOVA;241;NÃO;1L;43607_HPT_8442983_1L
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;357;43642;117176;NOVA;240;NÃO;1R;43642_HPT_8443939_1R
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43642;117176;NOVA;240;NÃO;2R;43642_HPT_8443939_2R
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43642;117176;NOVA;240;NÃO;3R;43642_HPT_8443939_3R
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;372;43642;117176;NOVA;240;NÃO;4R;43642_HPT_8443939_4R
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;376;43642;117176;NOVA;240;NÃO;4L;43642_HPT_8443939_4L
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;379;43642;117176;NOVA;240;NÃO;3L;43642_HPT_8443939_3L
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;370;43642;117176;NOVA;240;NÃO;2L;43642_HPT_8443939_2L
HPT 844393-9;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43642;117176;NOVA;240;NÃO;1L;43642_HPT_8443939_1L
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;359;43595;101540;NOVA;241;NÃO;1R;43595_HPT_8443998_1R
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;351;43595;101540;NOVA;241;NÃO;2R;43595_HPT_8443998_2R
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43595;101540;NOVA;241;NÃO;3R;43595_HPT_8443998_3R
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;373;43595;101540;NOVA;241;NÃO;4R;43595_HPT_8443998_4R
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;368;43595;101540;NOVA;241;NÃO;4L;43595_HPT_8443998_4L
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;375;43595;101540;NOVA;241;NÃO;3L;43595_HPT_8443998_3L
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;356;43595;101540;NOVA;241;NÃO;2L;43595_HPT_8443998_2L
HPT 844399-8;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43595;101540;NOVA;241;NÃO;1L;43595_HPT_8443998_1L
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43594;110593;NOVA;241;NÃO;1R;43594_HPT_8443904_1R
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43594;110593;NOVA;241;NÃO;2R;43594_HPT_8443904_2R
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;374;43594;110593;NOVA;241;NÃO;3R;43594_HPT_8443904_3R
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43594;110593;NOVA;241;NÃO;4R;43594_HPT_8443904_4R
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;361;43594;110593;NOVA;241;NÃO;4L;43594_HPT_8443904_4L
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43594;110593;NOVA;241;NÃO;3L;43594_HPT_8443904_3L
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;362;43594;110593;NOVA;241;NÃO;2L;43594_HPT_8443904_2L
HPT 844390-4;43195;Motion Control;K36;ADAPTER PLUS;FUNDIDA;352;43594;110593;NOVA;241;NÃO;1L;43594_HPT_8443904_1L
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;1R;43643_HPT_3019543_1R
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;2R;43643_HPT_3019543_2R
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;3R;43643_HPT_3019543_3R
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;4R;43643_HPT_3019543_4R
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;4L;43643_HPT_3019543_4L
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;3L;43643_HPT_3019543_3L
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;2L;43643_HPT_3019543_2L
HPT 301954-3;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43643;100056;NOVA;;NÃO;1L;43643_HPT_3019543_1L
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;1R;43606_HPT_3019616_1R
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;2R;43606_HPT_3019616_2R
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;3R;43606_HPT_3019616_3R
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;4R;43606_HPT_3019616_4R
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;4L;43606_HPT_3019616_4L
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;3L;43606_HPT_3019616_3L
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;2L;43606_HPT_3019616_2L
HPT 301961-6;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43606;79735;NOVA;;NÃO;1L;43606_HPT_3019616_1L
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;1R;43595_HPT_3019624_1R
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;2R;43595_HPT_3019624_2R
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;3R;43595_HPT_3019624_3R
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;4R;43595_HPT_3019624_4R
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;4L;43595_HPT_3019624_4L
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;3L;43595_HPT_3019624_3L
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;2L;43595_HPT_3019624_2L
HPT 301962-4;43237;Barber S-2-F;K36;BORRACHA ESTREITO (SCT);FUNDIDA;;43595;86675;NOVA;;NÃO;1L;43595_HPT_3019624_1L
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43662;116681;NOVA;237;NÃO;1R;43662_HPT_8444056_1R
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;364;43662;116681;NOVA;237;NÃO;2R;43662_HPT_8444056_2R
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;369;43662;116681;NOVA;237;NÃO;3R;43662_HPT_8444056_3R
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;351;43662;116681;NOVA;237;NÃO;4R;43662_HPT_8444056_4R
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;351;43662;116681;NOVA;237;NÃO;4L;43662_HPT_8444056_4L
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;370;43662;116681;NOVA;237;NÃO;3L;43662_HPT_8444056_3L
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43662;116681;NOVA;237;NÃO;2L;43662_HPT_8444056_2L
HPT 844405-6;43198;Motion Control;K36;ADAPTER PLUS;FUNDIDA;342;43662;116681;NOVA;237;NÃO;1L;43662_HPT_8444056_1L
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;1R;43608_HPT_8444463_1R
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;2R;43608_HPT_8444463_2R
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;3R;43608_HPT_8444463_3R
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;4R;43608_HPT_8444463_4R
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;4L;43608_HPT_8444463_4L
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;3L;43608_HPT_8444463_3L
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;2L;43608_HPT_8444463_2L
HPT 844446-3;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;36531;NOVA;241;NÃO;1L;43608_HPT_8444463_1L
HPT 844457-9;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;33772;NOVA;240;NÃO;1R;43608_HPT_8444579_1R
HPT 844457-9;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;33772;NOVA;240;NÃO;2R;43608_HPT_8444579_2R
HPT 844457-9;43480;Motion Control;K36;ADAPTER PLUS;FUNDIDA;;43608;33772;NOVA;240;NÃO;3R;43608_HPT_8444579_3R
